page,capture_date,location,price,size,built,floor,url,text
            h3 dodaten opish3 div itemprop= disambiguatingdescription p oddamo 5 dvoposteljnih in 6 enopostoljnih sob v hiši, ki se nahaja za v centru na vodmatski ulici, le 10 minut peš do centra mesta in do fakultet. sobe so renovirane in na novo opremljene. v pritličju se nahajajo 4 enoposteljne sobe in ena dvoposteljna soba v nadstropju pa so 4 dvoposteljne in 2 enoposteljni sobi.  vsako nadstropje kopalnico in wc. v pritličju je velika skupna kuhinja. v nadstropju imajo 3 sobe izhod na balkon. sobe se velikosti od 8-16 m2, v vsaki sobi sta dve postelji, pisalna miza in omara, v kuhinji je vsa bela tehnika (dva štedilnika, pečica, 2 hladilnika, 2 pralna stroja). pred hišo je nadstrešek za kolesa.p p cena najema za posteljo v dvoposteljni sobi je 230 eur, vključno z vsemi stroški, varščina v višini ene najemnine.p p cena najema za enoposteljno sobo je 330 eur, vključno z vsemi stroški, varščina v višini ene najemnine.p div br nepremicnine.net(c). div 
        div class= kontakt-opis h3 kontaktni podatkih3 p 
    elite nepremičnine d.o.o. br gerbičeva ulica 57br 1000 ljubljanabr tel.: a href= tel:051632-132 onclick= trackoutboundlink('elite nepremičnine d.o.o. 051632-132', 'oglas-click-tel'); 051632-132a , a href= tel:040476-632 onclick= trackoutboundlink('elite nepremičnine d.o.o. 040476-632', 'oglas-click-tel'); 040476-632a p div"

nepremicnine,2020-09-06T14:23:26.077537,"LJ. CENTER, VODMATSKA ULICA, POSTELJA V SOBI",230.0,15.0,2017,1,https://www.nepremicnine.net/oglasi-oddaja/lj-center-vodmatska-ulica-postelja-v-sobi-stanovanje_6235396/,"div id= opis 
        div class= kratek itemprop= description strong class= rdeca lj. center, vodmatska ulica, postelja v sobistrong , 15 m2, soba, adaptirana l. 2017, 1. nad., postelja v dvoposteljni sobi, pritličje, stroški vključeni, brez provizije, oddamo. cena: 230,00 eurmesdiv 
	    div class= kratek stanovanje je primerno tudi za študente.div 
        div v bližini se nahajajo: br  -- fakulteta za šport br -- medicinska fakulteta br br div 
        energ. razred:
        div class= icon16 ei ei-6 ddiv  (60 - 105 kwhm2a)
        !--br a rel= nofollow href= extform-kontakt.php?form=nepremicnine&id=6235396 class= potrdi gumb cbox iframe send_ask pošlji povpraševanjebr  ali ponudi menjavo svoje nepremičninea -- 
    div id= obcina_stats_append div 
          div class= web-opis 
            h3 dodaten opish3 div itemprop= disambiguatingdescription p oddamo 5 dvoposteljnih in 6 enopostoljnih sob v hiši, ki se nahaja za v centru na vodmatski ulici, le 10 minut peš do centra mesta in do fakultet. sobe so renovirane in na novo opremljene. v pritličju se nahajajo 4 enoposteljne sobe in ena dvoposteljna soba v nadstropju pa so 4 dvoposteljne in 2 enoposteljni sobi.  vsako nadstropje kopalnico in wc. v pritličju je velika skupna kuhinja. v nadstropju imajo 3 sobe izhod na balkon. sobe se velikosti od 8-16 m2, v vsaki sobi sta dve postelji, pisalna miza in omara, v kuhinji je vsa bela tehnika (dva štedilnika, pečica, 2 hladilnika, 2 pralna stroja). pred hišo je nadstrešek za kolesa.p p cena najema za posteljo v dvoposteljni sobi je 230 eur, vključno z vsemi stroški, varščina v višini ene najemnine.p p cena najema za enoposteljno sobo je 330 eur, vključno z vsemi stroški, varščina v višini ene najemnine.p div br nepremicnine.net(c). div 
        div class= kontakt-opis h3 kontaktni podatkih3 p 
    elite nepremičnine d.o.o. br gerbičeva ulica 57br 1000 ljubljanabr tel.: a href= tel:051632-132 onclick= trackoutboundlink('elite nepremičnine d.o.o. 051632-132', 'oglas-click-tel'); 051632-132a , a href= tel:040476-632 onclick= trackoutboundlink('elite nepremičnine d.o.o. 040476-632', 'oglas-click-tel'); 040476-632a p div"

nepremicnine,2020-09-06T14:23:26.077537,"LJ. CENTER, VILHARJEVA 33",210.0,25.0,1938,VP,https://www.nepremicnine.net/oglasi-oddaja/lj-center-vilharjeva-33-stanovanje_6335794/,"div id= opis 
        div class= kratek itemprop= description strong class= rdeca lj. center, vilharjeva 33strong , 25 m2, soba, zgrajena l. 1938, adaptirana l. 2016, visoko pritličje, študentska soba, osrednjeslovenska, ljubljana, center, ljubljana, soba, 25,00 m2, oddam, oddamo. cena: cca 210,00 eurmesdiv 
	    div class= kratek stanovanje je primerno tudi za študente.div 
        div v bližini se nahajajo: br  -- fakulteta za družbene vede br -- fakulteta za upravo br -- medicinska fakulteta br br div 
        energ. razred:
        div class= icon16 ei ei-5 cdiv  (35 - 60 kwhm2a)
        !--br a rel= nofollow href= extform-kontakt.php?form=nepremicnine&id=6335794 class= potrdi gumb cbox iframe send_ask pošlji povpraševanjebr  ali ponudi menjavo svoje nepremičninea -- 
    div id= obcina_stats_append div 
          div class= web-opis 
            h3 dodaten opish3 div itemprop= disambiguatingdescription p oddam študentsko sobo (25 m2) v študentski hiši na vilharjevi 33. kuhinja, kopalnica in dnevni prostor so skupni z ostalimi študenti. po dogovoru možnost parkiranja na lastniškem parkirišču.p div br nepremicnine.net(c). div 
        div class= kontakt-opis h3 kontaktni podatkih3 p 
    zasebna ponudbabr tel.: a href= tel:041249-421 onclick= trackoutboundlink('0.zasebna ponudba 041249-421', 'oglas-click-tel'); 041249-421a p div"

nepremicnine,2020-09-06T14:23:26.077537,"LJ. CENTER, V CENTRU MESTA NA KERSNIKOVI.",400.0,15.0,2008,3,https://www.nepremicnine.net/oglasi-oddaja/lj-center-v-centru-mesta-na-kersnikovi-stanovanje_6357663/,"div id= opis 
        div class= kratek itemprop= description strong class= rdeca lj. center, v centru mesta na kersnikovi.strong , 15 m2, soba, adaptirana l. 2008, 36 nad., soba je opremljena s postaljo za 2 in primerna za študente, oddamo. cena: do cca 400,00 eurmesdiv 
	    div class= kratek stanovanje je primerno tudi za študente.div 
        
        energ. razred:
        div class= icon16 ei ei-3 b1div  (15 - 25 kwhm2a)
        !--br a rel= nofollow href= extform-kontakt.php?form=nepremicnine&id=6357663 class= potrdi gumb cbox iframe send_ask pošlji povpraševanjebr  ali ponudi menjavo svoje nepremičninea -- 
    div id= obcina_stats_append div 
          div class= web-opis 
            h3 dodaten opish3 div itemprop= disambiguatingdescription p v stanovanju je wifi s hitrostjo 202 mbps. soba ima direkten dostop do balkona. poleg omenjene sobe so v stanovanju še 3 sobe in bivalna kuhinja. ima kopalnico s tušom, wcjem in bidejem ter dodaten prostor kjer je wc. v stanovanju je tudi pralni in sušilni stroj. za stavbo je glavna postaja mestnega avtobusa. nahaja se v neposredni bližini parkirne hiše in glavne avtobusne postaje. možno je najeti tudi več sob. do centra mesta je 5 minute hoje. cena ne vključuje stroškov, ki so odvisni od števila oseb v stanovanju. dodatne informacije dobite na tel. 051394063.p div br nepremicnine.net(c). div 
        div class= kontakt-opis h3 kontaktni podatkih3 p 
    zasebna ponudbabr tel.: a href= tel:051394-063 onclick= trackoutboundlink('0.zasebna ponudba 051394-063', 'oglas-click-tel'); 051394-063a p div"

nepremicnine,2020-09-06T14:23:26.077537,"LJ. CENTER, TRUBARJEVA ULICA",450.0,23.0,1900,P,https://www.nepremicnine.net/oglasi-oddaja/lj-center-trubarjeva-ulica-stanovanje_6346509/,"div id= opis 
        div class= kratek itemprop= description strong class= rdeca lj. center, trubarjeva ulicastrong , 23 m2, garsonjera, zgrajena l. 1900, adaptirana l. 2012, p1 nad., garsonjera je v bližini tržnice in vse ostale infrastrukture, oddamo. cena: 450,00 eurmesdiv 
	    div class= kratek stanovanje je primerno tudi za študente.div 
        
        energ. razred:
        div class= icon16 ei ei-5 cdiv  (35 - 60 kwhm2a)
        !---- 
    div id= obcina_stats_append div div class= kontakt-opis h3 kontaktni podatkih3 p 
    zasebna ponudbabr tel.: a href= tel:041684-171 onclick= trackoutboundlink('0.zasebna ponudba 041684-171', 'oglas-click-tel'); 041684-171a p div"

nepremicnine,2020-09-06T14:23:26.077537,"LJ. CENTER, TRUBARJEVA CESTA",400.0,22.0,2015,P,https://www.nepremicnine.net/oglasi-oddaja/lj-center-trubarjeva-cesta-stanovanje_6360434/,"div id= opis 
        div class= kratek itemprop= description strong class= rdeca lj. center, trubarjeva cestastrong , 22 m2, apartma, poslovni apartma, adaptiran l. 2015, pritličje, primerno tudi za študente, oddamo. cena: 400,00 eurmesdiv 
	    div class= kratek stanovanje je primerno tudi za študente.div 
        div v bližini se nahajajo: br  -- medicinska fakulteta br -- pravna fakulteta br br div 
        
        !--br a rel= nofollow href= extform-kontakt.php?form=nepremicnine&id=6360434 class= potrdi gumb cbox iframe send_ask pošlji povpraševanjebr  ali ponudi menjavo svoje nepremičninea -- 
    div id= obcina_stats_append div 
          div class= web-opis 
            h3 dodaten opish3 div itemprop= disambiguatingdescription p oddam poslovni apartma primeren za eno ali dve osebi (par) v centru ljubljane. p p apartma obsega osrednji prostor z raztegljivim kavčem in tv-jem, z majhno kuhinjo in posteljo na mezzaninu ter ločeno kopalnico.p p pekarna in mercator v neposredni bližini (2 min peš). hofer in brezplačni parking 10 min stran. avtobus št. 2,5,9,11,13,25 v bližini. glavna avtobusna postaja 13 min stran.p p ni za kadilce in domače živali.p p cena 400€+stroški. nizki stroški. za 2 osebi 500€ +stroški.p p vabljene redoljubne in mirne osebe.p div br nepremicnine.net(c). div 
        div class= kontakt-opis h3 kontaktni podatkih3 p 
    zasebna ponudbabr tel.: a href= tel:041846-298 onclick= trackoutboundlink('0.zasebna ponudba 041846-298', 'oglas-click-tel'); 041846-298a p div"

nepremicnine,2020-09-06T14:23:26.077537,"LJ. CENTER, TIVOLSKA CESTA 40",240.0,12.0,1921,4,https://www.nepremicnine.net/oglasi-oddaja/lj-center-tivolska-cesta-40-stanovanje_6331856/,"div id= opis 
        div class= kratek itemprop= description strong class= rdeca lj. center, tivolska cesta 40strong , 12 m2, soba, zgrajena l. 1921, adaptirana l. 2012, 44 nad., oddaja se soba v 5-sobnem stanovanju soba je samostojna, v sobi je postelja, omara, delovna miza.souporba kuhinje in wc-ja.sostanovalci so sudentje, oddamo. cena: 240,00 eurmesdiv 
	    div class= kratek stanovanje je primerno tudi za študente.div 
        
        energ. razred:
        div class= icon16 ei ei-9998 div  ei v izdelavi
        !--br a rel= nofollow href= extform-kontakt.php?form=nepremicnine&id=6331856 class= potrdi gumb cbox iframe send_ask pošlji povpraševanjebr  ali ponudi menjavo svoje nepremičninea -- 
    div id= obcina_stats_append div div class= kontakt-opis h3 kontaktni podatkih3 p 
    zasebna ponudbabr tel.: a href= tel:040900-300 onclick= trackoutboundlink('0.zasebna ponudba 040900-300', 'oglas-click-tel'); 040900-300a p div"

nepremicnine,2020-09-06T14:23:26.077537,"LJ. CENTER, TESARSKA ULICA",380.0,12.0,1963,5,https://www.nepremicnine.net/oglasi-oddaja/lj-center-tesarska-ulica-stanovanje_6358447/,"div id= opis 
        div class= kratek itemprop= description strong class= rdeca lj. center, tesarska ulicastrong , 12 m2, garsonjera, zgrajena l. 1963, adaptirana l. 2020, 55 nad., pogled na ljubljanski grad, oddamo. cena: 380,00 eurmesdiv 
	    div class= kratek stanovanje je primerno tudi za študente.div 
        
        energ. razred:
        div class= icon16 ei ei-5 cdiv  (35 - 60 kwhm2a)
        !--br a rel= nofollow href= extform-kontakt.php?form=nepremicnine&id=6358447 class= potrdi gumb cbox iframe send_ask pošlji povpraševanjebr  ali ponudi menjavo svoje nepremičninea -- 
    div id= obcina_stats_append div 
          div class= web-opis 
            h3 dodaten opish3 div itemprop= disambiguatingdescription p tesarska ulica, odlična lokacija.p p v sobi je tuš, wc, mini kuhinja, postelja, miza, omara.p p uporaba kolesarnice in skupne velike terase.p p oddamo le študentom!p p vseljivo in popolnoma opremljeno bo z 1.10.2020, minimalna dolžina najema 12 mesecev.p p talno gretje, popolnoma prenovljena (vrata, okna, vse inštalacije, pohištvo...).p p stroški se zaračunavajo dodatno po porabi.p p brez provizije!p div br nepremicnine.net(c). div 
        div class= kontakt-opis h3 kontaktni podatkih3 p 
    emona nepremičnine d.o.o. br kersnikova ulica 6br 1000 ljubljanabr tel.: a href= tel:070400-500 onclick= trackoutboundlink('emona nepremičnine d.o.o. 070400-500', 'oglas-click-tel'); 070400-500a poplatnikp div"

nepremicnine,2020-09-06T14:23:26.077537,"LJ. MOSTE, POD GOLOVCEM",190.0,11.0,1990,1,https://www.nepremicnine.net/oglasi-oddaja/lj-moste-pod-golovcem-stanovanje_6358881/,"div id= opis 
        div class= kratek itemprop= description strong class= rdeca lj. moste, pod golovcemstrong , 11 m2, soba, zgrajena l. 1990, adaptirana l. 2015, 12 nad., oddamo. cena: 190,00 eurmesdiv 
	    
        
        energ. razred:
        div class= icon16 ei ei-6 ddiv  (60 - 105 kwhm2a)
        !--br a rel= nofollow href= extform-kontakt.php?form=nepremicnine&id=6358881 class= potrdi gumb cbox iframe send_ask pošlji povpraševanjebr  ali ponudi menjavo svoje nepremičninea -- 
    div id= obcina_stats_append div 
          div class= web-opis 
            h3 dodaten opish3 div itemprop= disambiguatingdescription p na odlični in mirni lokaciji (pod golovcem), blizu centra, oddamo v dvosobnemu študentskemu stanovanju:p p - opremljeno sobo (10 m2, internet, ktv, toplovod);  p p avtobusna postaja (5,9,13), pošta, banka, trgovine, restavracija so oddaljene cca 150 m.p p zgoraj navedena lokacija omogoča zaradi bližine gozda in miru  visoko kvaliteto življenja (veliko sprehajalnih poti in nešteto možnosti za rekreacijo). omogoča tudi idealne pogoje za študij.p p tel: 040 728 029 ali 030 291 981.p div br nepremicnine.net(c). div 
        div class= kontakt-opis h3 kontaktni podatkih3 p 
    zasebna ponudbabr tel.: a href= tel:040728-029 onclick= trackoutboundlink('0.zasebna ponudba 040728-029', 'oglas-click-tel'); 040728-029a , a href= tel:030291-981 onclick= trackoutboundlink('0.zasebna ponudba 030291-981', 'oglas-click-tel'); 030291-981a p div"

nepremicnine,2020-09-06T14:23:26.077537,"LJ. VIČ, ABRAMOVA ULICA 12",350.0,16.0,1973,5,https://www.nepremicnine.net/oglasi-oddaja/lj-vic-abramova-ulica-12-stanovanje_6286779/,"div id= opis 
        div class= kratek itemprop= description strong class= rdeca lj. vič, abramova ulica 12strong , 16 m2, soba, zgrajena l. 1973, adaptirana l. 2019, 55 nad., stanovalka v dvosobnem stanovanja 53 m2 išče urejeno sostanovalko. cena vsebuje vse stroške, oddamo. cena: max. 350,00 eurmesdiv 
	    div class= kratek stanovanje je primerno tudi za študente.div 
        div v bližini se nahajajo: br  -- biotehniška fakulteta br -- fakulteta za gradbeništvo in geodezijo br br div 
        energ. razred:
        div class= icon16 ei ei-9999 div  ei ni potrebna (334.člen ez-1)
        !--br a rel= nofollow href= extform-kontakt.php?form=nepremicnine&id=6286779 class= potrdi gumb cbox iframe send_ask pošlji povpraševanjebr  ali ponudi menjavo svoje nepremičninea -- 
    div id= obcina_stats_append div 
          div class= web-opis 
            h3 dodaten opish3 div itemprop= disambiguatingdescription p stanovanje je opremljeno, ima predsobo, dve sobi, kopalnico, kuhinjo, internet, pralni in sušilni stroj, balkon in klet. stopnišče ima skupno  kolesarnico (možnost kolesa v garaži). v bližini je trgovina, banka, avtobusna postaja 14 in 6, pekarna in nekaj gostinskih lokalov. p div br nepremicnine.net(c). div 
        div class= kontakt-opis h3 kontaktni podatkih3 p 
    zasebna ponudbabr tel.: a href= tel:041830-831 onclick= trackoutboundlink('0.zasebna ponudba 041830-831', 'oglas-click-tel'); 041830-831a p div"

nepremicnine,2020-09-06T14:23:26.077537,LJ. VIČ,200.0,71.0,1935,1,https://www.nepremicnine.net/oglasi-oddaja/lj-vic-stanovanje_6286610/,"div id= opis 
        div class= kratek itemprop= description strong class= rdeca lj. vičstrong , 71 m2, soba, zgrajena l. 1935, 1. nad., oddamo. cena: 200,00 eurmesdiv 
	    div class= kratek stanovanje je primerno tudi za študente.div 
        
        
        !--br a rel= nofollow href= extform-kontakt.php?form=nepremicnine&id=6286610 class= potrdi gumb cbox iframe send_ask pošlji povpraševanjebr  ali ponudi menjavo svoje nepremičninea -- 
    div id= obcina_stats_append div 
          div class= web-opis 
            h3 dodaten opish3 div itemprop= disambiguatingdescription p oddamo sobo v dvosobnem stanovanju v skupni izmeri 71 m2 s souporabo kuhinje z jedilnico, kopalnice, wc-ja in kolesarnice. v sobi sta lahko dva študenta, cena na posteljo znaša 200 € mesec s stroški. stanovanje se nahaja na odlični lokaciji na viču v neposredni bližini avtobusne postaje. stanovanje je primero za 4 študente, po dva v vsaki spalnici. p div br nepremicnine.net(c). div 
        div class= kontakt-opis h3 kontaktni podatkih3 p 
    mdm invest, nepremičnine d.o.o br brnčičeva ulica 17br 1231 ljubljana - črnučebr tel.: a href= tel:01200-49-55 onclick= trackoutboundlink('mdm invest, nepremičnine d.o.o 01200-49-55', 'oglas-click-tel'); 01200-49-55a , a href= tel:051664-415 onclick= trackoutboundlink('mdm invest, nepremičnine d.o.o 051664-415', 'oglas-click-tel'); 051664-415a p div"
